id,card_no,name_cn,name_jp,craft,card_type,type,rare,from,cost,attack,life,desc_cn,desc_jp,related_card_nos,title,race,drawer,speech
5495,BP16-SL22,淘金潮的怨灵,ゴールドラッシュゴースト,Nightmare,Follower,荒野・死者,SL,BP16,2,2,2,"【疾驰】
当敌方的结束阶段到来时，将这张卡置于墓场。
《入场曲》从下述之中抉择1项。如果这张卡从墓场召唤到场上的话，转变为最多2项。
【1】将1个『魔导装甲车』召唤到场上。使自己的主战者《生命值》+1。
【2】将自己的牌堆顶2张卡置于墓场。","【疾走】
相手のエンドフェイズが来たとき、これを墓場に置く。
ファンファーレ下記から1つチョイスする。これが墓場から場に出ていたなら、代わりに2つまで。
【1】『魔導装甲車』1つを場に出す。自分のリーダーは体力+1する。【2】自分のデッキの上2枚を墓場に置く。",BP11-P33,,,SEMSEI,
5496,BP16-SL23,崇高的炽天使·勒碧丝,大いなる熾天使・ラピス,Haven,Amulet,信仰・先導・光輝,SL,BP16,3,5,5,"只要这张卡的祈祷指示物有4个及以上存在，使这张卡变为从者。
当自己的主要阶段到来时，选择自己场上的其他的卡片任意张数。将1个祈祷指示物各置于到其与这张卡上。
【攻击时】从自己的牌堆之中搜寻1张『封印的炽天使』卡，并召唤到场上。","これの祈りカウンターが4個以上である限り、これはフォロワーである。
自分のメインフェイズが来たとき、自分の場の他のカードを好きな枚数選ぶ。それとこれに祈りカウンター1個を置く。
【攻撃時】自分のデッキから『封じられし熾天使』1枚を探し、場に出す。",BP02-SL18,,,みけぼし,
5497,BP16-SL24,裁决的安纳提玛·罗德欧,裁決のアナテマ・ロデオ,Haven,Follower,アナテマ・先導,SL,BP16,4,3,4,"《进化》《消费1》：使这张卡进化。
当自己的结束阶段到来时，如果自己场上的护符为2个及以上的话，使自己的主战者《生命值》+2。","進化コスト1：これは進化する。
自分のエンドフェイズが来たとき、自分の場のアミュレットが2つ以上なら、自分のリーダーは体力+2する。",BP16-SL25,,,久方綜司,
5498,BP16-SL25,裁决的安纳提玛·罗德欧,裁決のアナテマ・ロデオ,Haven,FollowerEvo,アナテマ・先導,SL,BP16,-1,4,5,"当自己的结束阶段到来时，如果自己场上的护符为2个及以上的话，使自己的主战者《生命值》+2。
【进化时】从自己的牌堆之中搜寻原始消费为3及以下的1张护符卡，并召唤到场上。
【超进化时】从自己的牌堆之中搜寻原始消费为5及以下的1张护符卡，并召唤到场上。","自分のエンドフェイズが来たとき、自分の場のアミュレットが2つ以上なら、自分のリーダーは体力+2する。
【進化時】自分のデッキから元のコスト3以下のアミュレット1枚を探し、場に出す。
【超進化時】自分のデッキから元のコスト5以下のアミュレット1枚を探し、場に出す。",BP16-SL24,,,久方綜司,
5499,BP16-SL26,双加农教母·拉娜,デュアルカノンマザー・ラナ,Haven,Follower,荒野・信仰,SL,BP16,6,3,3,"《入场曲》直到原始消费的合计变为6及以下、从自己的牌堆之中搜寻「与这张卡不同名的荒野类型·卡片」最多2张，并置于EX区域。这个回合，将其使用之际，将其消费变为0。将1个『机动二轮车』召唤到场上。
《起动》《消费0》：给予敌方场上的全体从者各1点伤害。这个能力在1回合可以使用1次。","ファンファーレ自分のデッキから「これと同名を除く荒野・カード」を元のコストの合計が6以下になるように2枚まで探し、EXエリアに置く。このターン、それをプレイする際、コストを0にする。『機動二輪車』1つを場に出す。
起動コスト0：相手の場のフォロワーすべてに1ダメージ。この能力は1ターンに1回使える。",BP11-P32,,,乃木Lief,
5500,BP16-SL27,毅勇的堕天使·奥莉薇,勇壮の堕天使・オリヴィエ,Neutral,Follower,堕天使,SL,BP16,5,4,4,"《进化》《消费1》：使这张卡进化。
【守护】
《入场曲》抽取1张卡。","進化コスト1：これは進化する。
【守護】
ファンファーレ1枚引く。",BP16-SL28,,,みけぼし,
5501,BP16-SL28,毅勇的堕天使·奥莉薇,勇壮の堕天使・オリヴィエ,Neutral,FollowerEvo,堕天使,SL,BP16,-1,5,5,"【守护】
【进化时】选择敌方场上的1个从者。给予其5点伤害。
【超进化时】使自己的主战者《生命值》+3。将自己的PP回复3点。","【守護】
【進化時】相手の場のフォロワー1体を選ぶ。それに5ダメージ。
【超進化時】自分のリーダーは体力+3する。自分のPPを3回復する。",BP16-SL27,,,みけぼし,
5502,BP16-SL29,终末之罪·撒旦,最果ての罪・サタン,Neutral,Follower,魔王,SL,BP16,6,6,6,《入场曲》给予自己的主战者6点伤害。将『沉默的魔将』卡、『撒旦的从魔』卡、『边狱的恶鬼』卡、『亚斯她录的宣判』卡各1张置于EX区域。,ファンファーレ自分のリーダーに6ダメージ。『沈黙の魔将』『サタンズサーヴァント』『辺獄の悪鬼』『アスタロトの宣告』1枚ずつEXエリアに置く。,BP16-P32 BP16-P33 BP16-P34 BP16-P35,,,相場良祐（CyDesignation）,
5503,BP16-SP01,毅勇的堕天使·奥莉薇,勇壮の堕天使・オリヴィエ,Neutral,FollowerEvo,堕天使,SP,BP16,-1,5,5,"【守护】
【进化时】选择敌方场上的1个从者。给予其5点伤害。
【超进化时】使自己的主战者《生命值》+3。将自己的PP回复3点。","【守護】
【進化時】相手の場のフォロワー1体を選ぶ。それに5ダメージ。
【超進化時】自分のリーダーは体力+3する。自分のPPを3回復する。",BP16-111,,,77gl,
5504,BP16-T01,守护者巨像,ガーディアンゴーレム,Rune,FollowerToken,ゴーレム,-,BP16,3,3,5,"【守护】
《谢幕曲》使自己的主战者《生命值》+2。","【守護】
ラストワード自分のリーダーは体力+2する。",,,,林,
5505,BP16-T02,有所成长了！,成長したですぅ！,Rune,SpellToken,魔法使い・学院,-,BP16,0,-1,-1,选择敌方场上的1个从者。给予其2点伤害。抽取1张卡。将自己的1张手牌舍弃。,相手の場のフォロワー1体を選ぶ。それに2ダメージ。1枚引く。自分の手札1枚を捨てる。,,,,えなれいん,
5506,BP16-T03,炽炎幼龙,ベビーファイアドレイク,Dragon,FollowerToken,竜族,-,BP16,1,1,1,【威压】,【威圧】,,,,モノクロ,
5507,BP16-T04,守卫犬的右腕·米米,番犬の右腕・ミミ,Nightmare,FollowerToken,魔界,-,BP16,1,2,2,《谢幕曲》选择敌方场上的1个从者。给予其2点伤害。将自己的牌堆顶1张卡置于墓场。,ラストワード相手の場のフォロワー1体を選ぶ。それに2ダメージ。自分のデッキの上1枚を墓場に置く。,,,,南保あたる,
5508,BP16-T05,守卫犬的左腕·可可,番犬の左腕・ココ,Nightmare,FollowerToken,魔界,-,BP16,1,2,2,《谢幕曲》使自己的主战者《生命值》+2。将自己的牌堆顶1张卡置于墓场。,ラストワード自分のリーダーは体力+2する。自分のデッキの上1枚を墓場に置く。,,,,南保あたる,
5509,BP16-T06,沉默的魔将,沈黙の魔将,Neutral,FollowerToken,魔王,-,BP16,1,5,5,【疾驰】,【疾走】,,,,宮﨑章,
5510,BP16-T07,撒旦的从魔,サタンズサーヴァント,Neutral,FollowerToken,魔王,-,BP16,1,8,8,,,,,,kakotomirai,
5511,BP16-T08,边狱的恶鬼,辺獄の悪鬼,Neutral,FollowerToken,魔王,-,BP16,1,6,4,"【守护】
《入场曲》选择敌方场上的1个从者。给予其6点伤害。","【守護】
ファンファーレ相手の場のフォロワー1体を選ぶ。それに6ダメージ。",,,,,
5512,BP16-T09,亚斯她录的宣判,アスタロトの宣告,Neutral,SpellToken,魔王,-,BP16,10,-1,-1,将敌方的全体主战者的生命值各变为1。,相手のリーダーすべての体力を1にする。,,,,皆葉英夫（CyDesignation）,
5513,BP16-T10,妖精,フェアリー,Forest,FollowerToken,妖精,-,BP16,1,1,1,,,,,,おぶ,
5514,BP16-T11,洛伊德,ロイド,Forest,FollowerToken,人形,-,BP16,0,2,4,"这张卡只要在场上存在，也视为『悬丝傀儡』使用。
【守护】
《入场曲》使自己的主战者《生命值》+2。","これは場にいる限り、『操り人形』でもある。
【守護】
ファンファーレ自分のリーダーは体力+2する。",BP14-T08,,,,
5515,BP16-T12,骑士,ナイト,Sword,FollowerToken,兵士,-,BP16,1,1,1,,,,,,やまもも,
5516,BP16-T13,铁甲骑士,スティールナイト,Sword,FollowerToken,兵士,-,BP16,2,2,2,,,,,,AOGIRI,
5517,BP16-T14,战盾卫士,シールドガーディアン,Sword,FollowerToken,兵士,-,BP16,1,1,1,【守护】,【守護】,,,,LQH,
5518,BP16-T15,闪耀的金币,輝く金貨,Sword,SpellToken,宴楽・盗賊・財宝,-,BP16,0,-1,-1,《起动》《消费1》将EX区域的这张卡与2张『闪耀的金币』卡消失：使自己的主战者《生命值》+1。抽取1张卡。,起動コスト1EXエリアのこれと『輝く金貨』2枚を消滅：自分のリーダーは体力+1する。1枚引く。,,,,AOGIRI,
5519,BP16-T16,安的巨大英灵,アンの大英霊,Rune,FollowerToken,ゴーレム・魔法生物・学院,-,BP16,2,4,4,"【突进】【守护】
当自己的主要阶段到来时，使这张卡消失。
《入场曲》使自己的主战者《生命值》+2。","【突進】【守護】
自分のメインフェイズが来たとき、これは消滅する。
ファンファーレ自分のリーダーは体力+2する。",,,,ねじ太,
5520,BP16-T17,飞龙,ドラゴン,Dragon,FollowerToken,竜族,-,BP16,4,5,5,,,,,,タツヤキ,
5521,BP16-T18,怨灵,ゴースト,Nightmare,FollowerToken,死者,-,BP16,1,1,1,"【疾驰】
当自己的结束阶段到来时，使这张卡消失。","【疾走】
自分のエンドフェイズが来たとき、これは消滅する。",,,,やまもも,
5522,BP16-T19,丛林蝙蝠,フォレストバット,Nightmare,FollowerToken,吸血鬼,-,BP16,1,1,1,,,,,,ell,
5523,BP16-T20,神圣猛虎,ホーリータイガー,Haven,FollowerToken,獣,-,BP16,4,4,4,【突进】,【突進】,,,,,
5524,BP16-T21,机动二轮车,機動二輪車,Neutral,AmuletToken,荒野・乗物,-,BP16,1,-1,-1,《起动》将这张卡置于墓场：选择自己场上的1个从者。使其获得【突进】能力。如果其为荒野类型·从者的话，使其《攻击力》+1。,起動これを墓場に置く：自分の場のフォロワー1体を選ぶ。それは【突進】を持つ。それが荒野・フォロワーなら、それは攻撃力+1する。,,,,えなれいん,
5525,BP16-T22,魔导装甲车,魔導装甲車,Neutral,AmuletToken,荒野・乗物,-,BP16,1,-1,-1,《起动》将这张卡置于墓场：选择自己场上的1个从者。使其获得【守护】能力。如果其为荒野类型·从者的话，使其《生命值》+1。,起動これを墓場に置く：自分の場のフォロワー1体を選ぶ。それは【守護】を持つ。それが荒野・フォロワーなら、それは体力+1する。,,,,,
5526,BP16-U01,迈步之心·奥契丝,プロシードハート・オーキス,Forest,Follower,人形,UR,BP16,2,1,2,"《入场曲》将EX区域的2张『悬丝傀儡』卡消失：将1张『洛伊德』卡置于EX区域。
《起动》将这张卡《横置》：选择自己场上的1个『悬丝傀儡』。使其《攻击力》+1/《生命值》+1，并获得【疾驰】【必杀】能力。这个能力在自己的墓场中的人偶类型·卡片为3张及以上的话才可使用。
―――――――――――――――
『洛伊德』《精灵职业》人偶类型·从者《消费0》《攻击力》2/《生命值》4这张卡只要在场上存在，也视为『悬丝傀儡』使用。【守护】《入场曲》使自己的主战者《生命值》+2。","ファンファーレEXエリアの『操り人形』2枚を消滅：『ロイド』1枚をEXエリアに置く。
起動これをアクト：自分の場の『操り人形』1体を選ぶ。それは攻撃力+1/体力+1して、【疾走】【必殺】を持つ。この能力は自分の墓場の人形・カードが3枚以上なら使える。",BP14-T08 BP16-T11,,,こーやふ,
5527,BP16-U02,雷维翁迅雷·阿尔贝尔,レヴィオンの迅雷・アルベール,Sword,Follower,指揮官・レヴィオン,UR,BP16,4,4,5,"【疾驰】
《入场曲》选择自己场上的其他的1个雷维翁类型·从者。使其《攻击力》+1。
《起动》《消费3》：将这张卡竖置。这个能力在自己的墓场中的《皇家护卫职业》从者卡为10张及以上的话，在1回合可以使用1次。","【疾走】
ファンファーレ自分の場の他のレヴィオン・フォロワー1体を選ぶ。それは攻撃力+1する。
起動コスト3：これをスタンドする。この能力は自分の墓場のロイヤルフォロワーが10枚以上なら、1ターンに1回使える。",,,,ell,
